mr,mrLabel,country,countryLabel,coord,highPoint,highPointLabel,elevation,length,partOf,partOfLabel
http://www.wikidata.org/entity/Q104904755,Lakhtsung Range,http://www.wikidata.org/entity/Q148,Китай,Point(79.243 35.173),,,,,,
http://www.wikidata.org/entity/Q1049256,Villány Mountains,http://www.wikidata.org/entity/Q28,Венгрия,Point(18.35 45.8833),http://www.wikidata.org/entity/Q1301520,Szársomlyó,442,15,,
http://www.wikidata.org/entity/Q104985103,Sierra de Chimeneas,http://www.wikidata.org/entity/Q29,Испания,Point(-4.597086188 36.969125216),,,,,,
http://www.wikidata.org/entity/Q10500555,Šumavské podhůří,http://www.wikidata.org/entity/Q213,Чехия,Point(13.983333333 49.083333333),http://www.wikidata.org/entity/Q12033443,Libín,,,http://www.wikidata.org/entity/Q10500306,Šumava highlands
http://www.wikidata.org/entity/Q105087638,Кухтуйский хребет,http://www.wikidata.org/entity/Q159,Россия,,,,,,,
http://www.wikidata.org/entity/Q10514582,Luoji Shan,http://www.wikidata.org/entity/Q148,Китай,Point(102.39484 27.42857),,,3297,,,
http://www.wikidata.org/entity/Q105192583,Q105192583,http://www.wikidata.org/entity/Q38,Италия,,,,,,,
http://www.wikidata.org/entity/Q105274,Chřiby,http://www.wikidata.org/entity/Q213,Чехия,Point(17.33333333 49.15),http://www.wikidata.org/entity/Q903418,Brdo,,,,
http://www.wikidata.org/entity/Q1053261,Amambai Mountains,http://www.wikidata.org/entity/Q155,Бразилия,Point(-55.5 -23.16667),,,448,,,
http://www.wikidata.org/entity/Q1053261,Amambai Mountains,http://www.wikidata.org/entity/Q733,Парагвай,Point(-55.5 -23.16667),,,448,,,
http://www.wikidata.org/entity/Q1053261,Amambai Mountains,http://www.wikidata.org/entity/Q155,Бразилия,Point(-55.672944 -22.832573),,,448,,,
http://www.wikidata.org/entity/Q1053261,Amambai Mountains,http://www.wikidata.org/entity/Q733,Парагвай,Point(-55.672944 -22.832573),,,448,,,
http://www.wikidata.org/entity/Q1053645,Cordillera de los Altos,http://www.wikidata.org/entity/Q733,Парагвай,Point(-57.15 -25.5),,,159,,,
http://www.wikidata.org/entity/Q105400317,Njesi Highlands,http://www.wikidata.org/entity/Q1029,Мозамбик,Point(35.258916666 -12.599538888),,,,,,
http://www.wikidata.org/entity/Q1054699,Керавнийские горы,http://www.wikidata.org/entity/Q222,Албания,Point(19.638963 40.198085),http://www.wikidata.org/entity/Q1886014,Чика,2045,100,http://www.wikidata.org/entity/Q847514,Средиземноморский складчатый пояс
http://www.wikidata.org/entity/Q1054757,Ваньдашань,http://www.wikidata.org/entity/Q148,Китай,Point(132.225 45.8917),http://www.wikidata.org/entity/Q3322103,Mount Shending,831,400,,
http://www.wikidata.org/entity/Q1054810,Шалулишань,http://www.wikidata.org/entity/Q148,Китай,Point(99.74992 30.74997),,,4580,,,
http://www.wikidata.org/entity/Q1054810,Шалулишань,http://www.wikidata.org/entity/Q148,Китай,Point(99.75 30.75),,,4580,,,
http://www.wikidata.org/entity/Q105491711,Q105491711,http://www.wikidata.org/entity/Q419,Перу,Point(-76.55296 -9.63317),,,,,,
http://www.wikidata.org/entity/Q105496862,Jordanian Highlands,http://www.wikidata.org/entity/Q810,Иордания,,,,,,,
http://www.wikidata.org/entity/Q1055034,Аркатаг,http://www.wikidata.org/entity/Q148,Китай,Point(89.7 36.3),http://www.wikidata.org/entity/Q1560829,Улугмузтаг,,,,
http://www.wikidata.org/entity/Q1055598,Cerová vrchovina,http://www.wikidata.org/entity/Q214,Словакия,Point(19.9 48.2),http://www.wikidata.org/entity/Q16515528,Karancs,727,,http://www.wikidata.org/entity/Q13441733,Q13441733
http://www.wikidata.org/entity/Q10563986,Mount Kinpusen,http://www.wikidata.org/entity/Q17,Япония,,,,,,,
http://www.wikidata.org/entity/Q10568260,Indulkana Range,http://www.wikidata.org/entity/Q408,Австралия,Point(133.283 -27.0167),,,,,,
http://www.wikidata.org/entity/Q105790757,Q105790757,http://www.wikidata.org/entity/Q159,Россия,Point(58.572777777 54.875),,,,,,
http://www.wikidata.org/entity/Q105798567,Orlica,http://www.wikidata.org/entity/Q215,Словения,Point(15.616725639 46.017743254),http://www.wikidata.org/entity/Q133877000,Q133877000,701,,http://www.wikidata.org/entity/Q218288,Sava Hills
http://www.wikidata.org/entity/Q105919645,Шыршылытау,http://www.wikidata.org/entity/Q159,Россия,Point(58.494 53.5477),,,,,,
http://www.wikidata.org/entity/Q105923421,Кушай,http://www.wikidata.org/entity/Q159,Россия,Point(58.5818 53.6601),,,,,,
http://www.wikidata.org/entity/Q105943660,Ярыштау,http://www.wikidata.org/entity/Q159,Россия,Point(55.1541 54.2034),,,,,http://www.wikidata.org/entity/Q589038,Бугульминско-Белебеевская возвышенность
http://www.wikidata.org/entity/Q10595445,La Raya mountain range,http://www.wikidata.org/entity/Q419,Перу,Point(-70.966666666 -14.466666666),,,5489,10,,
http://www.wikidata.org/entity/Q105981852,Imaus,http://www.wikidata.org/entity/Q148,Китай,,,,,,,
http://www.wikidata.org/entity/Q105981852,Imaus,http://www.wikidata.org/entity/Q668,Индия,,,,,,,
http://www.wikidata.org/entity/Q105981852,Imaus,http://www.wikidata.org/entity/Q837,Непал,,,,,,,
http://www.wikidata.org/entity/Q1060325,Волынская возвышенность,http://www.wikidata.org/entity/Q212,Украина,Point(24.39999962 50.5),,,,,,
http://www.wikidata.org/entity/Q106038624,Назминский хребет,http://www.wikidata.org/entity/Q159,Россия,Point(59.698667 55.266),,,800,15,,
http://www.wikidata.org/entity/Q106045863,Q106045863,http://www.wikidata.org/entity/Q159,Россия,,,,,,,
http://www.wikidata.org/entity/Q10605835,"Oban Hills, Cross-river state",http://www.wikidata.org/entity/Q1033,Нигерия,Point(8.58333 5.5),,,1149,,,
http://www.wikidata.org/entity/Q1062622,Chapada Diamantina,http://www.wikidata.org/entity/Q155,Бразилия,Point(-41.372222 -12.880278),,,1109,,,
http://www.wikidata.org/entity/Q1062643,Украинские Карпаты,http://www.wikidata.org/entity/Q212,Украина,Point(23.5 48.75),http://www.wikidata.org/entity/Q627508,Говерла,1094,,,
http://www.wikidata.org/entity/Q1062643,Украинские Карпаты,http://www.wikidata.org/entity/Q212,Украина,Point(24.0 48.5),http://www.wikidata.org/entity/Q627508,Говерла,1094,,,
http://www.wikidata.org/entity/Q106351293,Northeastern Carpathians,http://www.wikidata.org/entity/Q36,Польша,,,,,,http://www.wikidata.org/entity/Q1288,Карпаты
http://www.wikidata.org/entity/Q106351293,Northeastern Carpathians,http://www.wikidata.org/entity/Q212,Украина,,,,,,http://www.wikidata.org/entity/Q1288,Карпаты
http://www.wikidata.org/entity/Q106351293,Northeastern Carpathians,http://www.wikidata.org/entity/Q214,Словакия,,,,,,http://www.wikidata.org/entity/Q1288,Карпаты
http://www.wikidata.org/entity/Q106427449,Serra de Benacofu,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q106429407,Serra Ximiyra,http://www.wikidata.org/entity/Q582861,Мариниды,Point(-5.406985204 35.895840492),,,,,,
http://www.wikidata.org/entity/Q106468405,Dongkya Range,http://www.wikidata.org/entity/Q148,Китай,Point(88.833333333 27.683333333),,,,,,
http://www.wikidata.org/entity/Q106468405,Dongkya Range,http://www.wikidata.org/entity/Q668,Индия,Point(88.833333333 27.683333333),,,,,,
http://www.wikidata.org/entity/Q106489577,Serra da Gomeira,http://www.wikidata.org/entity/Q582861,Мариниды,,,,,,,
http://www.wikidata.org/entity/Q106509701,Serra de Beneidam,http://www.wikidata.org/entity/Q582861,Мариниды,,,,,,,
http://www.wikidata.org/entity/Q106511730,Q106511730,http://www.wikidata.org/entity/Q1044,Сьерра-Леоне,Point(-11.324167 7.859444),,,,,http://www.wikidata.org/entity/Q6356413,Kambui Hills Forest Reserve
http://www.wikidata.org/entity/Q106512787,Serra da Mazmuda,http://www.wikidata.org/entity/Q582861,Мариниды,,,,,,,
http://www.wikidata.org/entity/Q106520233,Serra do Negrão,http://www.wikidata.org/entity/Q582861,Мариниды,,,,,,,
http://www.wikidata.org/entity/Q106540,Рувензори,http://www.wikidata.org/entity/Q974,Демократическая Республика Конго,Point(29.871666666 0.385833333),http://www.wikidata.org/entity/Q221666,Стэнли,5109,120,http://www.wikidata.org/entity/Q81591,Восточно-Африканская рифтовая долина
http://www.wikidata.org/entity/Q106540,Рувензори,http://www.wikidata.org/entity/Q1036,Уганда,Point(29.871666666 0.385833333),http://www.wikidata.org/entity/Q221666,Стэнли,5109,120,http://www.wikidata.org/entity/Q81591,Восточно-Африканская рифтовая долина
http://www.wikidata.org/entity/Q106567776,Serra Pequena,http://www.wikidata.org/entity/Q582861,Мариниды,,,,,,,
http://www.wikidata.org/entity/Q106646733,Halke Shan,http://www.wikidata.org/entity/Q148,Китай,Point(80.896892 42.223931),http://www.wikidata.org/entity/Q8045232,Xuelian Feng,,,,
http://www.wikidata.org/entity/Q106690546,The Arans,http://www.wikidata.org/entity/Q145,Великобритания,Point(-3.68 52.8),http://www.wikidata.org/entity/Q3402219,Aran Fawddwy,,,http://www.wikidata.org/entity/Q867913,Сноудония
http://www.wikidata.org/entity/Q10670871,Q10670871,http://www.wikidata.org/entity/Q34,Швеция,Point(12.5 63.75),,,,,,
http://www.wikidata.org/entity/Q1067917,Haruj,http://www.wikidata.org/entity/Q1016,Ливия,Point(17.473888888 27.140277777),,,3937,,,
http://www.wikidata.org/entity/Q1068068,El Cocuy National Park,http://www.wikidata.org/entity/Q739,Колумбия,Point(-72.297709 6.494351),,,,,,
http://www.wikidata.org/entity/Q1068607,Q1068607,http://www.wikidata.org/entity/Q965,Буркина-Фасо,,,,,,,
http://www.wikidata.org/entity/Q1068608,Chaîne de l'Estaque,http://www.wikidata.org/entity/Q142,Франция,Point(5.16805556 43.35777778),,,278,28,,
http://www.wikidata.org/entity/Q1068610,Chaîne des Côtes,http://www.wikidata.org/entity/Q142,Франция,Point(5.266643 43.683329),,,482,18,,
http://www.wikidata.org/entity/Q1068610,Chaîne des Côtes,http://www.wikidata.org/entity/Q142,Франция,Point(5.28902 43.68768),,,482,18,,
http://www.wikidata.org/entity/Q1068630,Шен-де-Пюи,http://www.wikidata.org/entity/Q142,Франция,Point(2.957916666 45.783361111),http://www.wikidata.org/entity/Q607372,Дом,1465,45,,
http://www.wikidata.org/entity/Q10689261,Sösjöfjällen,http://www.wikidata.org/entity/Q34,Швеция,Point(13.25 63.883333333),,,1050,,,
http://www.wikidata.org/entity/Q106935943,San Juan Bautista Hills,,,Point(-121.863032 37.292614),,,,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q38,Италия,Point(9.75 44.366666666),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),973,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q238,Сан-Марино,Point(9.75 44.366666666),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),973,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q38,Италия,Point(12.4 44.0),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),973,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q238,Сан-Марино,Point(12.4 44.0),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),973,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q38,Италия,Point(9.75 44.366666666),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),2165,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q238,Сан-Марино,Point(9.75 44.366666666),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),2165,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q38,Италия,Point(12.4 44.0),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),2165,,,
http://www.wikidata.org/entity/Q1069571,Северные Апеннины,http://www.wikidata.org/entity/Q238,Сан-Марино,Point(12.4 44.0),http://www.wikidata.org/entity/Q1945818,Чимоне (гора),2165,,,
http://www.wikidata.org/entity/Q1069966,Трибеч,http://www.wikidata.org/entity/Q214,Словакия,Point(18.33333333 48.5),http://www.wikidata.org/entity/Q11892307,Q11892307,829.6,,,
http://www.wikidata.org/entity/Q107013946,Q107013946,,,,,,,,,
http://www.wikidata.org/entity/Q107065760,Q107065760,http://www.wikidata.org/entity/Q29,Испания,Point(-0.128230753 38.862707699),,,,,,
http://www.wikidata.org/entity/Q1071441,Cheyne Range,http://www.wikidata.org/entity/Q408,Австралия,Point(146.01666667 -42.06666667),,,,,,
http://www.wikidata.org/entity/Q107159352,Turpentine Range,http://www.wikidata.org/entity/Q408,Австралия,Point(150.435 -35.065),,,,,,
http://www.wikidata.org/entity/Q1072058,Piatra Craiului Mountains,http://www.wikidata.org/entity/Q218,Румыния,Point(25.21666667 45.53333333),http://www.wikidata.org/entity/Q12284548,La Om,2238,,http://www.wikidata.org/entity/Q217202,Южные Карпаты
http://www.wikidata.org/entity/Q1072062,Кисо,http://www.wikidata.org/entity/Q17,Япония,Point(137.804444 35.789444),http://www.wikidata.org/entity/Q3695791,Mount Kisokoma,,65,http://www.wikidata.org/entity/Q645773,Японские Альпы
http://www.wikidata.org/entity/Q1072070,Хида (хребет),http://www.wikidata.org/entity/Q17,Япония,Point(137.6 36.5),http://www.wikidata.org/entity/Q656026,Хотака,3190,105,http://www.wikidata.org/entity/Q645773,Японские Альпы
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q28,Венгрия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q747618,Кекеш,,,http://www.wikidata.org/entity/Q185032,Среднедунайская низменность
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q214,Словакия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q747618,Кекеш,,,http://www.wikidata.org/entity/Q185032,Среднедунайская низменность
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q28,Венгрия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q3137705,Шимонка,,,http://www.wikidata.org/entity/Q185032,Среднедунайская низменность
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q214,Словакия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q3137705,Шимонка,,,http://www.wikidata.org/entity/Q185032,Среднедунайская низменность
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q28,Венгрия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q747618,Кекеш,,,http://www.wikidata.org/entity/Q1997420,Inner Western Carpathians
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q214,Словакия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q747618,Кекеш,,,http://www.wikidata.org/entity/Q1997420,Inner Western Carpathians
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q28,Венгрия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q3137705,Шимонка,,,http://www.wikidata.org/entity/Q1997420,Inner Western Carpathians
http://www.wikidata.org/entity/Q1072077,Северовенгерские горы,http://www.wikidata.org/entity/Q214,Словакия,Point(19.95 47.8833),http://www.wikidata.org/entity/Q3137705,Шимонка,,,http://www.wikidata.org/entity/Q1997420,Inner Western Carpathians
http://www.wikidata.org/entity/Q1072091,Западные Татры,http://www.wikidata.org/entity/Q36,Польша,Point(19.75 49.2),http://www.wikidata.org/entity/Q1018683,Быстра,2248.4,,,
http://www.wikidata.org/entity/Q1072091,Западные Татры,http://www.wikidata.org/entity/Q214,Словакия,Point(19.75 49.2),http://www.wikidata.org/entity/Q1018683,Быстра,2248.4,,,
http://www.wikidata.org/entity/Q107212683,Bucketts mountains,http://www.wikidata.org/entity/Q408,Австралия,,,,,,,
http://www.wikidata.org/entity/Q1072459,Пилиш,http://www.wikidata.org/entity/Q28,Венгрия,Point(18.9185 47.7319),http://www.wikidata.org/entity/Q263482,Пилиш,757,,,
http://www.wikidata.org/entity/Q1072879,Циляньшань,http://www.wikidata.org/entity/Q148,Китай,Point(98.75 38.75),,,5800,,,
http://www.wikidata.org/entity/Q107290942,Хребет Ердые,http://www.wikidata.org/entity/Q159,Россия,Point(45.192313 42.848797),,,,,,
http://www.wikidata.org/entity/Q1072942,Chilkat Range,http://www.wikidata.org/entity/Q30,США,Point(-135.482222222 58.651666666),http://www.wikidata.org/entity/Q6924711,Mount Young,,,,
